Id,Prediction,Date,File,StartTime,ElapsedTime,BusyTime,Commands,editOrInsertPercentage,debugPercentage,navigationPercentage,focusPercentage,removePercentage,editPercentage,COMMAND_RATE,NAVIGATION_RATE,DEBUG_RATE,FOCUS_RATE,EDIT_RATE,REMOVE_RATE,INSERT_RATE,webLinkTimes,Web Page Visits
20,,Tue May 03 15:41:46 EDT 2022,SocialDistance.sml,1651606906230,79658,0,(D)2(F)1(D)1(F)1(D)1(F)2,0.0,50.0,0.0,50.0,0.0,0.0,0.10126582278481013,0.0,0.05063291139240506,0.05063291139240506,0.0,0.0,0.0,0.0,[]
22,,Tue May 03 15:45:23 EDT 2022,SocialDistance.sml,1651607123943,34774,0,(F)1(D)1,0.0,50.0,0.0,50.0,0.0,0.0,0.058823529411764705,0.0,0.029411764705882353,0.029411764705882353,0.0,0.0,0.0,0.0,[]
23,,Tue May 03 15:46:10 EDT 2022,SocialDistance.sml,1651607170574,883150,0,(F)14,0.0,0.0,0.0,100.0,0.0,0.0,0.015855039637599093,0.0,0.0,0.015855039637599093,0.0,0.0,0.0,0.0,[]
24,,Tue May 03 16:01:05 EDT 2022,SocialDistance.sml,1651608065306,2237598,0,(F)12,0.0,0.0,0.0,100.0,0.0,0.0,0.005364327223960662,0.0,0.0,0.005364327223960662,0.0,0.0,0.0,4.0,[]
26,,Tue May 03 16:40:28 EDT 2022,SocialDistance.sml,1651610428823,250884,0,(F)3(D)1(F)1(D)3,0.0,50.0,0.0,50.0,0.0,0.0,0.032,0.0,0.016,0.016,0.0,0.0,0.0,1.0,[]
28,,Tue May 03 16:45:31 EDT 2022,SocialDistance.sml,1651610731736,109536,0,(F)7,0.0,0.0,0.0,100.0,0.0,0.0,0.06422018348623854,0.0,0.0,0.06422018348623854,0.0,0.0,0.0,0.0,[]
29,,Tue May 03 16:47:22 EDT 2022,SocialDistance.sml,1651610842853,754570,0,(F)12,0.0,0.0,0.0,100.0,0.0,0.0,0.015915119363395226,0.0,0.0,0.015915119363395226,0.0,0.0,0.0,0.0,[]
30,,Tue May 03 17:00:16 EDT 2022,SocialDistance.sml,1651611616121,377671,0,(F)13,0.0,0.0,0.0,100.0,0.0,0.0,0.034482758620689655,0.0,0.0,0.034482758620689655,0.0,0.0,0.0,0.0,[]
31,,Tue May 03 17:06:33 EDT 2022,SocialDistance.sml,1651611993792,1261585,0,(F)13,0.0,0.0,0.0,100.0,0.0,0.0,0.010309278350515464,0.0,0.0,0.010309278350515464,0.0,0.0,0.0,0.0,[]
32,,Tue May 03 17:27:35 EDT 2022,SocialDistance.sml,1651613255377,456877,0,(F)14,0.0,0.0,0.0,100.0,0.0,0.0,0.03070175438596491,0.0,0.0,0.03070175438596491,0.0,0.0,0.0,0.0,[]
35,,Tue May 03 17:41:02 EDT 2022,SocialDistance.sml,1651614062129,34548,0,(D)1(F)1(D)1,0.0,66.66666666666666,0.0,33.33333333333333,0.0,0.0,0.08823529411764706,0.0,0.058823529411764705,0.029411764705882353,0.0,0.0,0.0,1.0,[]
36,,Tue May 03 17:41:36 EDT 2022,SocialDistance.sml,1651614096677,50116,0,(F)1(D)1(F)1(D)7(F)4,0.0,57.14285714285714,0.0,42.857142857142854,0.0,0.0,0.28,0.0,0.16,0.12,0.0,0.0,0.0,1.0,[1651614110487 1 UNC Commencement Parking Information https://move.unc.edu/events/commencement/]
39,,Tue May 03 17:46:23 EDT 2022,SocialDistance.sml,1651614383701,37206,0,(F)1,0.0,0.0,0.0,100.0,0.0,0.0,0.02702702702702703,0.0,0.0,0.02702702702702703,0.0,0.0,0.0,0.0,[]
40,,Tue May 03 17:47:01 EDT 2022,SocialDistance.sml,1651614421991,142330,0,(F)12,0.0,0.0,0.0,100.0,0.0,0.0,0.08450704225352113,0.0,0.0,0.08450704225352113,0.0,0.0,0.0,0.0,[]
42,,Tue May 03 17:59:14 EDT 2022,SocialDistance.sml,1651615154975,122309,0,(F)1(D)1(F)2,0.0,25.0,0.0,75.0,0.0,0.0,0.03278688524590164,0.0,0.00819672131147541,0.02459016393442623,0.0,0.0,0.0,0.0,[]
43,,Tue May 03 18:01:17 EDT 2022,SocialDistance.sml,1651615277284,1194911,0,(D)1(F)3,0.0,25.0,0.0,75.0,0.0,0.0,0.0033500837520938024,0.0,8.375209380234506E-4,0.002512562814070352,0.0,0.0,0.0,0.0,[]
44,,Tue May 03 18:21:13 EDT 2022,SocialDistance.sml,1651616473161,144021,0,(F)14,0.0,0.0,0.0,100.0,0.0,0.0,0.09722222222222222,0.0,0.0,0.09722222222222222,0.0,0.0,0.0,0.0,[]
45,,Tue May 03 18:23:37 EDT 2022,SocialDistance.sml,1651616617916,1385474,0,(F)13,0.0,0.0,0.0,100.0,0.0,0.0,0.009386281588447653,0.0,0.0,0.009386281588447653,0.0,0.0,0.0,0.0,[]
