Id,Prediction,Date,File,StartTime,ElapsedTime,BusyTime,Commands,editOrInsertPercentage,debugPercentage,navigationPercentage,focusPercentage,removePercentage,editPercentage,COMMAND_RATE,NAVIGATION_RATE,DEBUG_RATE,FOCUS_RATE,EDIT_RATE,REMOVE_RATE,INSERT_RATE,webLinkTimes,Web Page Visits
23,,Tue Sep 21 20:27:37 EDT 2021,UtilityClassTester.java,1632270457262,54574,0,(R)3(F)2(I)3(F)2(I)3,0.46153846153846156,0.0,0.0,30.76923076923077,0.0,0.0,0.24074074074074073,0.0,0.0,0.07407407407407407,0.0,0.05555555555555555,0.1111111111111111,5.0,[1632270490153 2 Print List in Java | Delft Stack https://www.delftstack.com/howto/java/print-list-java/, 1632270487107 2 How to print out all the elements of a List in Java? - Stack Overflow https://stackoverflow.com/questions/10168066/how-to-print-out-all-the-elements-of-a-list-in-java, 1632270491704 1 print list in java Code Example https://www.codegrepper.com/code-examples/java/print+list+in+java, 1632270492405 1 Iterate over a List in Java – Techie Delight https://www.techiedelight.com/java-program-iterate-list/]
24,,Tue Sep 21 20:28:31 EDT 2021,UtilityClassTester.java,1632270511878,-235779,-235779,(I)1(D)1(I)2(R)3(R I)1(R)4,0.3333333333333333,8.333333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,null,0.0,0.0,[]
25,,Tue Sep 21 20:26:48 EDT 2021,SocialDistancing.java,1632270408259,126512,0,(I)5(R)1(I)1(R)1(I)1(R)3(I)3(R)2(I)1,0.6111111111111112,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.05555555555555555,0.0873015873015873,5.0,[1632270490153 2 Print List in Java | Delft Stack https://www.delftstack.com/howto/java/print-list-java/, 1632270487107 2 How to print out all the elements of a List in Java? - Stack Overflow https://stackoverflow.com/questions/10168066/how-to-print-out-all-the-elements-of-a-list-in-java, 1632270491704 1 print list in java Code Example https://www.codegrepper.com/code-examples/java/print+list+in+java, 1632270492405 1 Iterate over a List in Java – Techie Delight https://www.techiedelight.com/java-program-iterate-list/]
26,,Tue Sep 21 20:28:54 EDT 2021,UtilityClassTester.java,1632270534771,95828,0,(D)1(I)1(F)2(I)4(R)3(I)3,0.5714285714285714,7.142857142857142,0.0,14.285714285714285,0.0,0.0,0.14736842105263157,0.0,0.010526315789473684,0.021052631578947368,0.0,0.031578947368421054,0.08421052631578947,3.0,[1632270602899 2 printing integer array keeps printing address java - Google Search https://www.google.com/search?q=printing+integer+array+keeps+printing+address+java&rlz=1C1VDKB_enUS959US959&sxsrf=AOaemvL476hRU5LkBumMi-yFl6tM9e4CzA%3A1632270583357&ei=93hKYd-TFcWPtAbdhY7oCg&oq=printing+integer+array+keeps+printing+address+j&gs_lcp=Cgdnd3Mtd2l6EAEYADIFCCEQoAEyBQghEKABOgcIABBHELADOgUIIRCrAkoECEEYAFCLd1j2eWCNgAFoAXACeACAAb8DiAHFBJIBBzAuMS40LTGYAQCgAQHIAQi4AQLAAQE&sclient=gws-wiz, 1632270603684 1 Why does printing a Java array show a memory location - Stack Overflow https://stackoverflow.com/questions/14794930/why-does-printing-a-java-array-show-a-memory-location]
27,,Tue Sep 21 20:30:30 EDT 2021,SocialDistancing.java,1632270630644,42698,0,(I)1(D)1(I)3(R)3(I)1(R)1,0.5,10.0,0.0,0.0,0.0,0.0,0.23809523809523808,0.0,0.023809523809523808,0.0,0.0,0.09523809523809523,0.11904761904761904,0.0,[]
28,,Tue Sep 21 20:31:13 EDT 2021,SocialDistancing.java,1632270673571,-44391,-44391,(R)1(I)1(R)3(I)3(R)1(I)3(R I)1(I)2(R)1(I)3,0.6842105263157895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,null,0.0,0.0,[]
29,,Tue Sep 21 20:30:31 EDT 2021,SocialDistancing.java,1632270631724,55626,0,(I)2(R)2(I)1(R)1(I)1(R)1(I)3(R)1(I)1(R)1(I)2(R)1,0.5882352941176471,0.0,0.0,0.0,0.0,0.0,0.3090909090909091,0.0,0.0,0.0,0.0,0.12727272727272726,0.18181818181818182,0.0,[]
30,,Tue Sep 21 20:31:28 EDT 2021,SocialDistancing.java,1632270688989,11752,0,(I)1(D)1(I)2(D)1(I)1,0.6666666666666666,33.33333333333333,0.0,0.0,0.0,0.0,0.5454545454545454,0.0,0.18181818181818182,0.0,0.0,0.0,0.36363636363636365,0.0,[]
31,,Tue Sep 21 20:31:40 EDT 2021,SocialDistancing.java,1632270700741,-4280,-4280,(F)2(I)8(R)2(I)1(R)1(I)1,0.6666666666666666,0.0,0.0,13.333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,null,0.0,0.0,[]
32,,Tue Sep 21 20:32:07 EDT 2021,SocialDistancing.java,1632270727590,17675,0,(I)1(R)1(I)1(R)1(I)16,0.9,0.0,0.0,0.0,0.0,0.0,1.1764705882352942,0.0,0.0,0.0,0.0,0.11764705882352941,1.0588235294117647,0.0,[]
33,,Tue Sep 21 20:32:25 EDT 2021,SocialDistancing.java,1632270745374,9522,9522,(I)7(R)2(I)11,0.9,0.0,0.0,0.0,0.0,0.0,2.2222222222222223,0.0,0.0,0.0,0.0,0.2222222222222222,2.0,0.0,[]
34,,Tue Sep 21 20:32:35 EDT 2021,SocialDistancing.java,1632270755066,66834,0,(I)23,1.0,0.0,0.0,0.0,0.0,0.0,0.3484848484848485,0.0,0.0,0.0,0.0,0.0,0.3484848484848485,0.0,[]
35,,Tue Sep 21 20:33:42 EDT 2021,SocialDistancing.java,1632270822244,20057,0,(I)1(R)1(I)2(R)1(I)2,0.7142857142857143,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.0,0.1,0.25,0.0,[]
36,,Tue Sep 21 20:34:02 EDT 2021,SocialDistancing.java,1632270842635,-94655,-94655,(I)1(R)2(I)1(D)1(I)3,0.625,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,null,0.0,0.0,[]
37,,Tue Sep 21 20:32:37 EDT 2021,SocialDistancing.java,1632270757472,108760,0,(I)1(R)1(I)1(R)1(I)1(R)1(I)3(R)2(I)1(R)3(I)6,0.6190476190476191,0.0,0.0,0.0,0.0,0.0,0.19444444444444445,0.0,0.0,0.0,0.0,0.07407407407407407,0.12037037037037036,0.0,[]
38,,Tue Sep 21 20:34:26 EDT 2021,SocialDistancing.java,1632270866378,17485,0,(I)7(D)1(I)1,0.8888888888888888,11.11111111111111,0.0,0.0,0.0,0.0,0.5294117647058824,0.0,0.058823529411764705,0.0,0.0,0.0,0.47058823529411764,0.0,[]
39,,Tue Sep 21 20:34:43 EDT 2021,SocialDistancing.java,1632270883863,15744,0,(I)14(R)3,0.8235294117647058,0.0,0.0,0.0,0.0,0.0,1.1333333333333333,0.0,0.0,0.0,0.0,0.2,0.9333333333333333,0.0,[]
40,,Tue Sep 21 20:35:00 EDT 2021,SocialDistancing.java,1632270900403,11632,0,(I)3(R)1(I)7(R I)6,0.9411764705882353,0.0,0.0,0.0,0.0,0.0,1.5454545454545454,0.0,0.0,0.0,0.0,0.6363636363636364,1.4545454545454546,0.0,[]
41,,Tue Sep 21 20:35:12 EDT 2021,SocialDistancing.java,1632270912065,9768,9768,(R I)4(I)2,1.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.4444444444444444,0.6666666666666666,0.0,[]
42,,Tue Sep 21 20:35:21 EDT 2021,SocialDistancing.java,1632270921833,12032,0,(I)4(R)1(I)1(R)1(I)2,0.7777777777777778,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.16666666666666666,0.5833333333333334,0.0,[]
43,,Tue Sep 21 20:35:35 EDT 2021,SocialDistancing.java,1632270935494,-20005,-20005,(F)2(I)1(R I)1(I)6(R)1(I)1(R)1(I)3(R)1(I)1(R)1,0.6842105263157895,0.0,0.0,10.526315789473683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,null,0.0,0.0,[]
44,,Tue Sep 21 20:35:16 EDT 2021,SocialDistancing.java,1632270916925,55812,0,(I)3(R)1(I)1(R)1(I)1(R)1(I)1(R)4(I)6(R)4,0.5217391304347826,0.0,0.0,0.0,0.0,0.0,0.41818181818181815,0.0,0.0,0.0,0.0,0.2,0.21818181818181817,2.0,[1632270949530 2 iterate through list java - Google Search https://www.google.com/search?q=iterate+through+list+java&rlz=1C1VDKB_enUS959US959&oq=iterate+through+list+java&aqs=chrome.0.0i20i263i512j0i512j0i20i263i512j0i22i30l5.10280j0j7&sourceid=chrome&ie=UTF-8, 1632270951082 1 How to iterate through Java List? Seven (7) ways to Iterate Through Loop in Java • Crunchify https://crunchify.com/how-to-iterate-through-java-list-4-way-to-iterate-through-loop/]
45,,Tue Sep 21 20:36:12 EDT 2021,SocialDistancing.java,1632270972907,13309,0,(R)2(I)11(R)1(I)8,0.8636363636363636,0.0,0.0,0.0,0.0,0.0,1.6923076923076923,0.0,0.0,0.0,0.0,0.23076923076923078,1.4615384615384615,0.0,[]
46,,Tue Sep 21 20:36:26 EDT 2021,SocialDistancing.java,1632270986302,9127,9127,(I)4(R)1(I)10(R I)1(I)3(R)2(I)1,0.8636363636363636,0.0,0.0,0.0,0.0,0.0,2.4444444444444446,0.0,0.0,0.0,0.0,0.4444444444444444,2.111111111111111,0.0,[]
47,,Tue Sep 21 20:36:35 EDT 2021,SocialDistancing.java,1632270995511,11885,0,(I)14,1.0,0.0,0.0,0.0,0.0,0.0,1.2727272727272727,0.0,0.0,0.0,0.0,0.0,1.2727272727272727,0.0,[]
48,,Tue Sep 21 20:36:47 EDT 2021,SocialDistancing.java,1632271007396,7950,7950,(I)11(R)1(I)6(R I)1,0.9473684210526315,0.0,0.0,0.0,0.0,0.0,2.7142857142857144,0.0,0.0,0.0,0.0,0.2857142857142857,2.5714285714285716,0.0,[]
49,,Tue Sep 21 20:36:55 EDT 2021,SocialDistancing.java,1632271015514,28737,0,(R I)3(I)7(F)4(I)5,0.7894736842105263,0.0,0.0,21.052631578947366,0.0,0.0,0.6785714285714286,0.0,0.0,0.14285714285714285,0.0,0.10714285714285714,0.5357142857142857,0.0,[]
50,,Tue Sep 21 20:37:25 EDT 2021,SocialDistancing.java,1632271045627,19354,0,(I)1(D)1(I)2(R)2(I)2(D)1,0.5555555555555556,22.22222222222222,0.0,0.0,0.0,0.0,0.47368421052631576,0.0,0.10526315789473684,0.0,0.0,0.10526315789473684,0.2631578947368421,0.0,[]
51,,Tue Sep 21 20:37:45 EDT 2021,SocialDistancing.java,1632271065155,-28434,-28434,(I)1(F)2(I)2(R)1(I)1(R)1(I)1(R)1(I)2(R)1(I)1(R)1(I)2(R)1(I)1(R)1,0.55,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,null,0.0,0.0,[]
52,,Tue Sep 21 20:37:16 EDT 2021,SocialDistancing.java,1632271036725,225740,0,(I)3(R)1(I)8,0.9166666666666666,0.0,0.0,0.0,0.0,0.0,0.05333333333333334,0.0,0.0,0.0,0.0,0.0044444444444444444,0.04888888888888889,5.0,[1632271103945 2 printing integer array list java - Google Search https://www.google.com/search?q=printing+integer+array+list+java&rlz=1C1VDKB_enUS959US959&oq=printing+integer+array+list&aqs=chrome.1.69i57j33i22i29i30l2.14449j0j7&sourceid=chrome&ie=UTF-8, 1632271106352 2 printing integer arraylist java - Google Search https://www.google.com/search?q=printing+integer+arraylist+java&rlz=1C1VDKB_enUS959US959&sxsrf=AOaemvJ1ymfi70bsvKPWg8YZ_cw05ShxzA:1632271102225&source=lnms&tbm=isch&sa=X&ved=2ahUKEwieiObZq5HzAhUuAZ0JHXeCDSQQ_AUoAXoECAEQAw&biw=1278&bih=587&dpr=1, 1632271107312 1 printing integer arraylist java - Google Search https://www.google.com/search?q=printing+integer+arraylist+java&rlz=1C1VDKB_enUS959US959&sxsrf=AOaemvJ1ymfi70bsvKPWg8YZ_cw05ShxzA:1632271102225&source=lnms&tbm=isch&sa=X&ved=2ahUKEwieiObZq5HzAhUuAZ0JHXeCDSQQ_AUoAXoECAEQAw&biw=1278&bih=587&dpr=1#imgrc=iaBtQ85GeKBTBM, 1632271112647 1 printing integer arraylist java - Google Search https://www.google.com/search?q=printing+integer+arraylist+java&rlz=1C1VDKB_enUS959US959&sxsrf=AOaemvJ1ymfi70bsvKPWg8YZ_cw05ShxzA:1632271102225&source=lnms&tbm=isch&sa=X&ved=2ahUKEwieiObZq5HzAhUuAZ0JHXeCDSQQ_AUoAXoECAEQAw&biw=1278&bih=587&dpr=1#imgrc=6NbFIBaLJJMe7M, 1632271117173 1 How to add Integer Values to ArrayList, int array Examples | JavaProgramTo.com https://www.google.com/url?sa=i&url=https%3A%2F%2Fwww.javaprogramto.com%2F2020%2F03%2Fjava-arraylist-add-int.html&psig=AOvVaw1qEaePVHG7gmckRSour4zs&ust=1632357503941000&source=images&cd=vfe&ved=0CAsQjRxqFwoTCMDRndyrkfMCFQAAAAAdAAAAABAG]
53,,Tue Sep 21 20:41:04 EDT 2021,SocialDistancing.java,1632271264894,-6051,-6051,(I)8(R)1(R I)1(R)1(I)13,0.9166666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,null,0.0,0.0,[]
54,,Tue Sep 21 20:41:00 EDT 2021,SocialDistancing.java,1632271260957,14566,0,(I)3(R)1(I)1(R)1(I)1(R)2(I)12,0.8095238095238095,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.2857142857142857,1.2142857142857142,0.0,[]
55,,Tue Sep 21 20:41:16 EDT 2021,SocialDistancing.java,1632271276792,38325,0,(I)8(F)4(I)2(R)1(I)3,0.7222222222222222,0.0,0.0,22.22222222222222,0.0,0.0,0.47368421052631576,0.0,0.0,0.10526315789473684,0.0,0.02631578947368421,0.34210526315789475,3.0,[]
56,,Tue Sep 21 20:41:55 EDT 2021,SocialDistancing.java,1632271315322,-1567,-1567,(I)14(R)2(I)1(R)1(I)7,0.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,null,0.0,0.0,[]
57,,Tue Sep 21 20:41:54 EDT 2021,SocialDistancing.java,1632271314262,13409,0,(R)1(I)1(R)1(I)1(R)1(I)14,0.8421052631578947,0.0,0.0,0.0,0.0,0.0,1.4615384615384615,0.0,0.0,0.0,0.0,0.23076923076923078,1.2307692307692308,0.0,[]
58,,Tue Sep 21 20:42:08 EDT 2021,SocialDistancing.java,1632271328610,8171,8171,(I)22(R)1,0.9565217391304348,0.0,0.0,0.0,0.0,0.0,2.875,0.0,0.0,0.0,0.0,0.125,2.75,0.0,[]
59,,Tue Sep 21 20:42:17 EDT 2021,UtilityClassTester.java,1632271337168,9789,9789,(I)2(R)1(I)10,0.9230769230769231,0.0,0.0,0.0,0.0,0.0,1.4444444444444444,0.0,0.0,0.0,0.0,0.1111111111111111,1.3333333333333333,0.0,[]
60,,Tue Sep 21 20:42:27 EDT 2021,SocialDistancing.java,1632271347986,115285,0,(I)1(D)1(I)1(F)2(I)1(R)1(I)1(R)1(I)1,0.5,10.0,0.0,20.0,0.0,0.0,0.08695652173913043,0.0,0.008695652173913044,0.017391304347826087,0.0,0.017391304347826087,0.043478260869565216,4.0,[1632271398100 1 Java ArrayList of Doubles - Stack Overflow https://stackoverflow.com/questions/17481206/java-arraylist-of-doubles/17481222, 1632271411620 1 Multi Dimensional ArrayList in Java | Baeldung https://www.baeldung.com/java-multi-dimensional-arraylist]
61,,Tue Sep 21 20:44:23 EDT 2021,SocialDistancing.java,1632271463526,17780,0,(R)1(I)6(R)1,0.75,0.0,0.0,0.0,0.0,0.0,0.47058823529411764,0.0,0.0,0.0,0.0,0.11764705882352941,0.35294117647058826,0.0,[]
62,,Tue Sep 21 20:44:41 EDT 2021,SocialDistancing.java,1632271481522,-155415,-155415,(R)1(F)4(I)1(R)1(I)2(R)1(I)2(F)2(I)1,0.4,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,null,0.0,0.0,[]
63,,Tue Sep 21 20:42:16 EDT 2021,SocialDistancing.java,1632271336736,263137,0,(R)1(I)1(R)1(I)3(R)1(I)1(R)1(I)1(R)1(I)3(R)4(I)1(R)1(I)1(F)1,0.5,0.0,0.0,4.545454545454546,0.0,0.0,0.08365019011406843,0.0,0.0,0.0038022813688212928,0.0,0.03802281368821293,0.04182509505703422,12.0,[1632271559296 3 How to iterate through Java List? Seven (7) ways to Iterate Through Loop in Java • Crunchify https://crunchify.com/how-to-iterate-through-java-list-4-way-to-iterate-through-loop/, 1632271398100 1 Java ArrayList of Doubles - Stack Overflow https://stackoverflow.com/questions/17481206/java-arraylist-of-doubles/17481222, 1632271411620 1 Multi Dimensional ArrayList in Java | Baeldung https://www.baeldung.com/java-multi-dimensional-arraylist, 1632271526497 1 Arrays in Java - GeeksforGeeks https://www.geeksforgeeks.org/arrays-in-java/, 1632271537823 1 how to new a List<Integer>[] in java - Stack Overflow https://stackoverflow.com/questions/15636558/how-to-new-a-listinteger-in-java]
