#,Time,%Passes,Change,Test,Pass,Partial,Fail,Untested
10,Tue May 03 14:26:56 EDT 2022,5,0,StyleTest,SMLGreetingLoadAndRun , ,ConcisePrintSafety CurriedMatchingDerivedSafe CurriedMatchingGivenSafe CurriedOnceInterpolatedSafe CurriedTwiceInterpolatedSafe CurryableInterpolatedSafe CurryableMatchingSafe GivenSafeSML InterpolatedSafeSML ListDerivedSafeSML ListPrintSafety MatchingDerivedSafe MatchingGivenSafe MatchingSafe PrintSafety SocialDistanceSMLProvided StyleTest+ , ,
11,Tue May 03 14:26:57 EDT 2022,5,0,StyleTest,SMLGreetingLoadAndRun , ,ConcisePrintSafety CurriedMatchingDerivedSafe CurriedMatchingGivenSafe CurriedOnceInterpolatedSafe CurriedTwiceInterpolatedSafe CurryableInterpolatedSafe CurryableMatchingSafe GivenSafeSML InterpolatedSafeSML ListDerivedSafeSML ListPrintSafety MatchingDerivedSafe MatchingGivenSafe MatchingSafe PrintSafety SocialDistanceSMLProvided StyleTest , ,
12,Tue May 03 15:14:43 EDT 2022,5,0,SMLGreetingLoadAndRun,SMLGreetingLoadAndRun , ,ConcisePrintSafety CurriedMatchingDerivedSafe CurriedMatchingGivenSafe CurriedOnceInterpolatedSafe CurriedTwiceInterpolatedSafe CurryableInterpolatedSafe CurryableMatchingSafe GivenSafeSML InterpolatedSafeSML ListDerivedSafeSML ListPrintSafety MatchingDerivedSafe MatchingGivenSafe MatchingSafe PrintSafety SocialDistanceSMLProvided StyleTest , ,
13,Tue May 03 15:14:45 EDT 2022,5,0,SMLGreetingLoadAndRun,SMLGreetingLoadAndRun , ,ConcisePrintSafety CurriedMatchingDerivedSafe CurriedMatchingGivenSafe CurriedOnceInterpolatedSafe CurriedTwiceInterpolatedSafe CurryableInterpolatedSafe CurryableMatchingSafe GivenSafeSML InterpolatedSafeSML ListDerivedSafeSML ListPrintSafety MatchingDerivedSafe MatchingGivenSafe MatchingSafe PrintSafety SocialDistanceSMLProvided StyleTest , ,
14,Tue May 03 15:21:21 EDT 2022,5,0,SMLGreetingLoadAndRun,SMLGreetingLoadAndRun , ,ConcisePrintSafety CurriedMatchingDerivedSafe CurriedMatchingGivenSafe CurriedOnceInterpolatedSafe CurriedTwiceInterpolatedSafe CurryableInterpolatedSafe CurryableMatchingSafe GivenSafeSML InterpolatedSafeSML ListDerivedSafeSML ListPrintSafety MatchingDerivedSafe MatchingGivenSafe MatchingSafe PrintSafety SocialDistanceSMLProvided StyleTest , ,
15,Tue May 03 15:21:21 EDT 2022,5,0,SMLGreetingLoadAndRun,SMLGreetingLoadAndRun , ,ConcisePrintSafety CurriedMatchingDerivedSafe CurriedMatchingGivenSafe CurriedOnceInterpolatedSafe CurriedTwiceInterpolatedSafe CurryableInterpolatedSafe CurryableMatchingSafe GivenSafeSML InterpolatedSafeSML ListDerivedSafeSML ListPrintSafety MatchingDerivedSafe MatchingGivenSafe MatchingSafe PrintSafety SocialDistanceSMLProvided StyleTest , ,
16,Tue May 03 15:21:22 EDT 2022,5,0,FunctionParametersTestSuite,SMLGreetingLoadAndRun , ,ConcisePrintSafety CurriedMatchingDerivedSafe CurriedMatchingGivenSafe CurriedOnceInterpolatedSafe CurriedTwiceInterpolatedSafe CurryableInterpolatedSafe CurryableMatchingSafe GivenSafeSML InterpolatedSafeSML ListDerivedSafeSML ListPrintSafety MatchingDerivedSafe MatchingGivenSafe MatchingSafe PrintSafety SocialDistanceSMLProvided StyleTest , ,
17,Tue May 03 15:21:23 EDT 2022,5,0,FunctionParametersTestSuite,SMLGreetingLoadAndRun , ,ConcisePrintSafety CurriedMatchingDerivedSafe CurriedMatchingGivenSafe CurriedOnceInterpolatedSafe CurriedTwiceInterpolatedSafe CurryableInterpolatedSafe CurryableMatchingSafe GivenSafeSML InterpolatedSafeSML ListDerivedSafeSML ListPrintSafety MatchingDerivedSafe MatchingGivenSafe MatchingSafe PrintSafety SocialDistanceSMLProvided StyleTest , ,
18,Tue May 03 15:21:24 EDT 2022,5,0,FunctionReturnValuesTestSuite,SMLGreetingLoadAndRun , ,ConcisePrintSafety CurriedMatchingDerivedSafe CurriedMatchingGivenSafe CurriedOnceInterpolatedSafe CurriedTwiceInterpolatedSafe CurryableInterpolatedSafe CurryableMatchingSafe GivenSafeSML InterpolatedSafeSML ListDerivedSafeSML ListPrintSafety MatchingDerivedSafe MatchingGivenSafe MatchingSafe PrintSafety SocialDistanceSMLProvided StyleTest , ,
19,Tue May 03 15:21:24 EDT 2022,5,0,FunctionReturnValuesTestSuite,SMLGreetingLoadAndRun , ,ConcisePrintSafety CurriedMatchingDerivedSafe CurriedMatchingGivenSafe CurriedOnceInterpolatedSafe CurriedTwiceInterpolatedSafe CurryableInterpolatedSafe CurryableMatchingSafe GivenSafeSML InterpolatedSafeSML ListDerivedSafeSML ListPrintSafety MatchingDerivedSafe MatchingGivenSafe MatchingSafe PrintSafety SocialDistanceSMLProvided StyleTest , ,
20,Tue May 03 15:21:25 EDT 2022,5,0,FunctionalProgrammingTestSuite,SMLGreetingLoadAndRun , ,ConcisePrintSafety CurriedMatchingDerivedSafe CurriedMatchingGivenSafe CurriedOnceInterpolatedSafe CurriedTwiceInterpolatedSafe CurryableInterpolatedSafe CurryableMatchingSafe GivenSafeSML InterpolatedSafeSML ListDerivedSafeSML ListPrintSafety MatchingDerivedSafe MatchingGivenSafe MatchingSafe PrintSafety SocialDistanceSMLProvided StyleTest , ,
21,Tue May 03 15:21:26 EDT 2022,5,0,FunctionalProgrammingTestSuite,SMLGreetingLoadAndRun , ,ConcisePrintSafety CurriedMatchingDerivedSafe CurriedMatchingGivenSafe CurriedOnceInterpolatedSafe CurriedTwiceInterpolatedSafe CurryableInterpolatedSafe CurryableMatchingSafe GivenSafeSML InterpolatedSafeSML ListDerivedSafeSML ListPrintSafety MatchingDerivedSafe MatchingGivenSafe MatchingSafe PrintSafety SocialDistanceSMLProvided StyleTest , ,
22,Tue May 03 15:21:26 EDT 2022,5,0,ListsAndRecursionTestSuite,SMLGreetingLoadAndRun , ,ConcisePrintSafety CurriedMatchingDerivedSafe CurriedMatchingGivenSafe CurriedOnceInterpolatedSafe CurriedTwiceInterpolatedSafe CurryableInterpolatedSafe CurryableMatchingSafe GivenSafeSML InterpolatedSafeSML ListDerivedSafeSML ListPrintSafety MatchingDerivedSafe MatchingGivenSafe MatchingSafe PrintSafety SocialDistanceSMLProvided StyleTest , ,
23,Tue May 03 15:21:28 EDT 2022,5,0,ListsAndRecursionTestSuite,SMLGreetingLoadAndRun , ,ConcisePrintSafety CurriedMatchingDerivedSafe CurriedMatchingGivenSafe CurriedOnceInterpolatedSafe CurriedTwiceInterpolatedSafe CurryableInterpolatedSafe CurryableMatchingSafe GivenSafeSML InterpolatedSafeSML ListDerivedSafeSML ListPrintSafety MatchingDerivedSafe MatchingGivenSafe MatchingSafe PrintSafety SocialDistanceSMLProvided StyleTest , ,
24,Tue May 03 15:21:28 EDT 2022,5,0,StyleTest,SMLGreetingLoadAndRun , ,ConcisePrintSafety CurriedMatchingDerivedSafe CurriedMatchingGivenSafe CurriedOnceInterpolatedSafe CurriedTwiceInterpolatedSafe CurryableInterpolatedSafe CurryableMatchingSafe GivenSafeSML InterpolatedSafeSML ListDerivedSafeSML ListPrintSafety MatchingDerivedSafe MatchingGivenSafe MatchingSafe PrintSafety SocialDistanceSMLProvided StyleTest , ,
25,Tue May 03 15:21:30 EDT 2022,5,0,StyleTest,SMLGreetingLoadAndRun , ,ConcisePrintSafety CurriedMatchingDerivedSafe CurriedMatchingGivenSafe CurriedOnceInterpolatedSafe CurriedTwiceInterpolatedSafe CurryableInterpolatedSafe CurryableMatchingSafe GivenSafeSML InterpolatedSafeSML ListDerivedSafeSML ListPrintSafety MatchingDerivedSafe MatchingGivenSafe MatchingSafe PrintSafety SocialDistanceSMLProvided StyleTest , ,
26,Tue May 03 15:21:33 EDT 2022,5,0,FunctionParametersTestSuite,SMLGreetingLoadAndRun , ,ConcisePrintSafety CurriedMatchingDerivedSafe CurriedMatchingGivenSafe CurriedOnceInterpolatedSafe CurriedTwiceInterpolatedSafe CurryableInterpolatedSafe CurryableMatchingSafe GivenSafeSML InterpolatedSafeSML ListDerivedSafeSML ListPrintSafety MatchingDerivedSafe MatchingGivenSafe MatchingSafe PrintSafety SocialDistanceSMLProvided StyleTest , ,
27,Tue May 03 15:21:34 EDT 2022,5,0,PrintSafety,SMLGreetingLoadAndRun , ,ConcisePrintSafety CurriedMatchingDerivedSafe CurriedMatchingGivenSafe CurriedOnceInterpolatedSafe CurriedTwiceInterpolatedSafe CurryableInterpolatedSafe CurryableMatchingSafe GivenSafeSML InterpolatedSafeSML ListDerivedSafeSML ListPrintSafety MatchingDerivedSafe MatchingGivenSafe MatchingSafe PrintSafety SocialDistanceSMLProvided StyleTest , ,
28,Tue May 03 15:22:30 EDT 2022,5,0,SMLGreetingLoadAndRun,SMLGreetingLoadAndRun , ,ConcisePrintSafety CurriedMatchingDerivedSafe CurriedMatchingGivenSafe CurriedOnceInterpolatedSafe CurriedTwiceInterpolatedSafe CurryableInterpolatedSafe CurryableMatchingSafe GivenSafeSML InterpolatedSafeSML ListDerivedSafeSML ListPrintSafety MatchingDerivedSafe MatchingGivenSafe MatchingSafe PrintSafety SocialDistanceSMLProvided StyleTest , ,
29,Tue May 03 15:22:59 EDT 2022,44,39,FunctionParametersTestSuite,ConcisePrintSafety+ ListPrintSafety+ MatchingDerivedSafe+ MatchingGivenSafe+ MatchingSafe+ PrintSafety+ SMLGreetingLoadAndRun SocialDistanceSMLProvided+ , ,CurriedMatchingDerivedSafe CurriedMatchingGivenSafe CurriedOnceInterpolatedSafe CurriedTwiceInterpolatedSafe CurryableInterpolatedSafe CurryableMatchingSafe GivenSafeSML InterpolatedSafeSML ListDerivedSafeSML StyleTest , ,
30,Tue May 03 15:22:59 EDT 2022,44,0,FunctionParametersTestSuite,ConcisePrintSafety ListPrintSafety MatchingDerivedSafe MatchingGivenSafe MatchingSafe PrintSafety SMLGreetingLoadAndRun SocialDistanceSMLProvided , ,CurriedMatchingDerivedSafe CurriedMatchingGivenSafe CurriedOnceInterpolatedSafe CurriedTwiceInterpolatedSafe CurryableInterpolatedSafe CurryableMatchingSafe GivenSafeSML InterpolatedSafeSML ListDerivedSafeSML StyleTest , ,
31,Tue May 03 15:23:15 EDT 2022,77,33,FunctionReturnValuesTestSuite,ConcisePrintSafety CurriedMatchingDerivedSafe+ CurriedMatchingGivenSafe+ CurriedOnceInterpolatedSafe+ CurriedTwiceInterpolatedSafe+ CurryableInterpolatedSafe+ CurryableMatchingSafe+ ListPrintSafety MatchingDerivedSafe MatchingGivenSafe MatchingSafe PrintSafety SMLGreetingLoadAndRun SocialDistanceSMLProvided , ,GivenSafeSML InterpolatedSafeSML ListDerivedSafeSML StyleTest , ,
32,Tue May 03 15:23:18 EDT 2022,77,0,FunctionReturnValuesTestSuite,ConcisePrintSafety CurriedMatchingDerivedSafe CurriedMatchingGivenSafe CurriedOnceInterpolatedSafe CurriedTwiceInterpolatedSafe CurryableInterpolatedSafe CurryableMatchingSafe ListPrintSafety MatchingDerivedSafe MatchingGivenSafe MatchingSafe PrintSafety SMLGreetingLoadAndRun SocialDistanceSMLProvided , ,GivenSafeSML InterpolatedSafeSML ListDerivedSafeSML StyleTest , ,
33,Tue May 03 15:23:24 EDT 2022,88,11,FunctionalProgrammingTestSuite,ConcisePrintSafety CurriedMatchingDerivedSafe CurriedMatchingGivenSafe CurriedOnceInterpolatedSafe CurriedTwiceInterpolatedSafe CurryableInterpolatedSafe CurryableMatchingSafe GivenSafeSML+ InterpolatedSafeSML+ ListPrintSafety MatchingDerivedSafe MatchingGivenSafe MatchingSafe PrintSafety SMLGreetingLoadAndRun SocialDistanceSMLProvided , ,ListDerivedSafeSML StyleTest , ,
34,Tue May 03 15:23:25 EDT 2022,88,0,FunctionalProgrammingTestSuite,ConcisePrintSafety CurriedMatchingDerivedSafe CurriedMatchingGivenSafe CurriedOnceInterpolatedSafe CurriedTwiceInterpolatedSafe CurryableInterpolatedSafe CurryableMatchingSafe GivenSafeSML InterpolatedSafeSML ListPrintSafety MatchingDerivedSafe MatchingGivenSafe MatchingSafe PrintSafety SMLGreetingLoadAndRun SocialDistanceSMLProvided , ,ListDerivedSafeSML StyleTest , ,
35,Tue May 03 15:23:56 EDT 2022,88,0,StyleTest,ConcisePrintSafety CurriedMatchingDerivedSafe CurriedMatchingGivenSafe CurriedOnceInterpolatedSafe CurriedTwiceInterpolatedSafe CurryableInterpolatedSafe CurryableMatchingSafe GivenSafeSML InterpolatedSafeSML ListPrintSafety MatchingDerivedSafe MatchingGivenSafe MatchingSafe PrintSafety SMLGreetingLoadAndRun SocialDistanceSMLProvided , ,ListDerivedSafeSML StyleTest , ,
36,Tue May 03 15:24:02 EDT 2022,94,6,ListsAndRecursionTestSuite,ConcisePrintSafety CurriedMatchingDerivedSafe CurriedMatchingGivenSafe CurriedOnceInterpolatedSafe CurriedTwiceInterpolatedSafe CurryableInterpolatedSafe CurryableMatchingSafe GivenSafeSML InterpolatedSafeSML ListDerivedSafeSML+ ListPrintSafety MatchingDerivedSafe MatchingGivenSafe MatchingSafe PrintSafety SMLGreetingLoadAndRun SocialDistanceSMLProvided , ,StyleTest , ,
37,Tue May 03 15:24:02 EDT 2022,94,0,ListDerivedSafeSML,ConcisePrintSafety CurriedMatchingDerivedSafe CurriedMatchingGivenSafe CurriedOnceInterpolatedSafe CurriedTwiceInterpolatedSafe CurryableInterpolatedSafe CurryableMatchingSafe GivenSafeSML InterpolatedSafeSML ListDerivedSafeSML ListPrintSafety MatchingDerivedSafe MatchingGivenSafe MatchingSafe PrintSafety SMLGreetingLoadAndRun SocialDistanceSMLProvided , ,StyleTest , ,
38,Tue May 03 15:24:03 EDT 2022,94,0,ListDerivedSafeSML,ConcisePrintSafety CurriedMatchingDerivedSafe CurriedMatchingGivenSafe CurriedOnceInterpolatedSafe CurriedTwiceInterpolatedSafe CurryableInterpolatedSafe CurryableMatchingSafe GivenSafeSML InterpolatedSafeSML ListDerivedSafeSML ListPrintSafety MatchingDerivedSafe MatchingGivenSafe MatchingSafe PrintSafety SMLGreetingLoadAndRun SocialDistanceSMLProvided , ,StyleTest , ,
39,Tue May 03 15:24:03 EDT 2022,94,0,ListsAndRecursionTestSuite,ConcisePrintSafety CurriedMatchingDerivedSafe CurriedMatchingGivenSafe CurriedOnceInterpolatedSafe CurriedTwiceInterpolatedSafe CurryableInterpolatedSafe CurryableMatchingSafe GivenSafeSML InterpolatedSafeSML ListDerivedSafeSML ListPrintSafety MatchingDerivedSafe MatchingGivenSafe MatchingSafe PrintSafety SMLGreetingLoadAndRun SocialDistanceSMLProvided , ,StyleTest , ,
40,Tue May 03 15:24:06 EDT 2022,94,0,SMLGreetingLoadAndRun,ConcisePrintSafety CurriedMatchingDerivedSafe CurriedMatchingGivenSafe CurriedOnceInterpolatedSafe CurriedTwiceInterpolatedSafe CurryableInterpolatedSafe CurryableMatchingSafe GivenSafeSML InterpolatedSafeSML ListDerivedSafeSML ListPrintSafety MatchingDerivedSafe MatchingGivenSafe MatchingSafe PrintSafety SMLGreetingLoadAndRun SocialDistanceSMLProvided , ,StyleTest , ,
41,Tue May 03 15:24:07 EDT 2022,94,0,StyleTest,ConcisePrintSafety CurriedMatchingDerivedSafe CurriedMatchingGivenSafe CurriedOnceInterpolatedSafe CurriedTwiceInterpolatedSafe CurryableInterpolatedSafe CurryableMatchingSafe GivenSafeSML InterpolatedSafeSML ListDerivedSafeSML ListPrintSafety MatchingDerivedSafe MatchingGivenSafe MatchingSafe PrintSafety SMLGreetingLoadAndRun SocialDistanceSMLProvided , ,StyleTest , ,
42,Tue May 03 15:24:21 EDT 2022,94,0,StyleTest,ConcisePrintSafety CurriedMatchingDerivedSafe CurriedMatchingGivenSafe CurriedOnceInterpolatedSafe CurriedTwiceInterpolatedSafe CurryableInterpolatedSafe CurryableMatchingSafe GivenSafeSML InterpolatedSafeSML ListDerivedSafeSML ListPrintSafety MatchingDerivedSafe MatchingGivenSafe MatchingSafe PrintSafety SMLGreetingLoadAndRun SocialDistanceSMLProvided , ,StyleTest , ,
43,Tue May 03 15:32:39 EDT 2022,94,0,StyleTest,ConcisePrintSafety CurriedMatchingDerivedSafe CurriedMatchingGivenSafe CurriedOnceInterpolatedSafe CurriedTwiceInterpolatedSafe CurryableInterpolatedSafe CurryableMatchingSafe GivenSafeSML InterpolatedSafeSML ListDerivedSafeSML ListPrintSafety MatchingDerivedSafe MatchingGivenSafe MatchingSafe PrintSafety SMLGreetingLoadAndRun SocialDistanceSMLProvided , ,StyleTest , ,
44,Tue May 03 15:32:54 EDT 2022,94,0,StyleTest,ConcisePrintSafety CurriedMatchingDerivedSafe CurriedMatchingGivenSafe CurriedOnceInterpolatedSafe CurriedTwiceInterpolatedSafe CurryableInterpolatedSafe CurryableMatchingSafe GivenSafeSML InterpolatedSafeSML ListDerivedSafeSML ListPrintSafety MatchingDerivedSafe MatchingGivenSafe MatchingSafe PrintSafety SMLGreetingLoadAndRun SocialDistanceSMLProvided , ,StyleTest , ,
45,Tue May 03 15:40:01 EDT 2022,94,0,FunctionParametersTestSuite,ConcisePrintSafety CurriedMatchingDerivedSafe CurriedMatchingGivenSafe CurriedOnceInterpolatedSafe CurriedTwiceInterpolatedSafe CurryableInterpolatedSafe CurryableMatchingSafe GivenSafeSML InterpolatedSafeSML ListDerivedSafeSML ListPrintSafety MatchingDerivedSafe MatchingGivenSafe MatchingSafe PrintSafety SMLGreetingLoadAndRun SocialDistanceSMLProvided , ,StyleTest , ,
46,Tue May 03 15:40:14 EDT 2022,94,0,FunctionParametersTestSuite,ConcisePrintSafety CurriedMatchingDerivedSafe CurriedMatchingGivenSafe CurriedOnceInterpolatedSafe CurriedTwiceInterpolatedSafe CurryableInterpolatedSafe CurryableMatchingSafe GivenSafeSML InterpolatedSafeSML ListDerivedSafeSML ListPrintSafety MatchingDerivedSafe MatchingGivenSafe MatchingSafe PrintSafety SMLGreetingLoadAndRun SocialDistanceSMLProvided , ,StyleTest , ,
47,Tue May 03 15:40:16 EDT 2022,94,0,FunctionParametersTestSuite,ConcisePrintSafety CurriedMatchingDerivedSafe CurriedMatchingGivenSafe CurriedOnceInterpolatedSafe CurriedTwiceInterpolatedSafe CurryableInterpolatedSafe CurryableMatchingSafe GivenSafeSML InterpolatedSafeSML ListDerivedSafeSML ListPrintSafety MatchingDerivedSafe MatchingGivenSafe MatchingSafe PrintSafety SMLGreetingLoadAndRun SocialDistanceSMLProvided , ,StyleTest , ,
48,Tue May 03 15:40:17 EDT 2022,94,0,FunctionParametersTestSuite,ConcisePrintSafety CurriedMatchingDerivedSafe CurriedMatchingGivenSafe CurriedOnceInterpolatedSafe CurriedTwiceInterpolatedSafe CurryableInterpolatedSafe CurryableMatchingSafe GivenSafeSML InterpolatedSafeSML ListDerivedSafeSML ListPrintSafety MatchingDerivedSafe MatchingGivenSafe MatchingSafe PrintSafety SMLGreetingLoadAndRun SocialDistanceSMLProvided , ,StyleTest , ,
49,Tue May 03 15:41:46 EDT 2022,61,-33,FunctionParametersTestSuite,CurriedMatchingDerivedSafe CurriedMatchingGivenSafe CurriedOnceInterpolatedSafe CurriedTwiceInterpolatedSafe CurryableInterpolatedSafe CurryableMatchingSafe GivenSafeSML InterpolatedSafeSML ListDerivedSafeSML SMLGreetingLoadAndRun SocialDistanceSMLProvided , ,ConcisePrintSafety- ListPrintSafety- MatchingDerivedSafe- MatchingGivenSafe- MatchingSafe- PrintSafety- StyleTest , ,
50,Tue May 03 15:41:51 EDT 2022,61,0,PrintSafety,CurriedMatchingDerivedSafe CurriedMatchingGivenSafe CurriedOnceInterpolatedSafe CurriedTwiceInterpolatedSafe CurryableInterpolatedSafe CurryableMatchingSafe GivenSafeSML InterpolatedSafeSML ListDerivedSafeSML SMLGreetingLoadAndRun SocialDistanceSMLProvided , ,ConcisePrintSafety ListPrintSafety MatchingDerivedSafe MatchingGivenSafe MatchingSafe PrintSafety StyleTest , ,
51,Tue May 03 15:43:20 EDT 2022,94,33,FunctionParametersTestSuite,ConcisePrintSafety+ CurriedMatchingDerivedSafe CurriedMatchingGivenSafe CurriedOnceInterpolatedSafe CurriedTwiceInterpolatedSafe CurryableInterpolatedSafe CurryableMatchingSafe GivenSafeSML InterpolatedSafeSML ListDerivedSafeSML ListPrintSafety+ MatchingDerivedSafe+ MatchingGivenSafe+ MatchingSafe+ PrintSafety+ SMLGreetingLoadAndRun SocialDistanceSMLProvided , ,StyleTest , ,
52,Tue May 03 15:45:58 EDT 2022,94,0,FunctionParametersTestSuite,ConcisePrintSafety CurriedMatchingDerivedSafe CurriedMatchingGivenSafe CurriedOnceInterpolatedSafe CurriedTwiceInterpolatedSafe CurryableInterpolatedSafe CurryableMatchingSafe GivenSafeSML InterpolatedSafeSML ListDerivedSafeSML ListPrintSafety MatchingDerivedSafe MatchingGivenSafe MatchingSafe PrintSafety SMLGreetingLoadAndRun SocialDistanceSMLProvided , ,StyleTest , ,
53,Tue May 03 16:40:34 EDT 2022,77,-17,FunctionParametersTestSuite,CurriedMatchingDerivedSafe CurriedMatchingGivenSafe CurriedOnceInterpolatedSafe CurriedTwiceInterpolatedSafe CurryableInterpolatedSafe CurryableMatchingSafe GivenSafeSML InterpolatedSafeSML ListDerivedSafeSML MatchingDerivedSafe MatchingGivenSafe MatchingSafe SMLGreetingLoadAndRun SocialDistanceSMLProvided , ,ConcisePrintSafety- ListPrintSafety- PrintSafety- StyleTest , ,
54,Tue May 03 16:40:37 EDT 2022,77,0,PrintSafety,CurriedMatchingDerivedSafe CurriedMatchingGivenSafe CurriedOnceInterpolatedSafe CurriedTwiceInterpolatedSafe CurryableInterpolatedSafe CurryableMatchingSafe GivenSafeSML InterpolatedSafeSML ListDerivedSafeSML MatchingDerivedSafe MatchingGivenSafe MatchingSafe SMLGreetingLoadAndRun SocialDistanceSMLProvided , ,ConcisePrintSafety ListPrintSafety PrintSafety StyleTest , ,
55,Tue May 03 16:44:41 EDT 2022,61,-16,FunctionParametersTestSuite,CurriedMatchingDerivedSafe CurriedMatchingGivenSafe CurriedOnceInterpolatedSafe CurriedTwiceInterpolatedSafe CurryableInterpolatedSafe CurryableMatchingSafe GivenSafeSML InterpolatedSafeSML ListDerivedSafeSML SMLGreetingLoadAndRun SocialDistanceSMLProvided , ,ConcisePrintSafety ListPrintSafety MatchingDerivedSafe- MatchingGivenSafe- MatchingSafe- PrintSafety StyleTest , ,
